,student_id,activity_details_activity_inference_min,activity_details_activity_inference_max,activity_details_activity_inference_mean,activity_details_activity_inference_median,activity_details_activity_inference_sum,activity_details_time_delta,activity_details_count,audio_details_audio_activity_inference_min,audio_details_audio_activity_inference_max,audio_details_audio_activity_inference_mean,audio_details_audio_activity_inference_median,audio_details_audio_activity_inference_sum,audio_details_time_delta,audio_details_count,call_log_details_call_recorded_min,call_log_details_call_recorded_max,call_log_details_call_recorded_mean,call_log_details_call_recorded_median,call_log_details_call_recorded_sum,call_log_details_time_delta,call_log_details_count,conversation_details_conv_duration_min_min,conversation_details_conv_duration_min_max,conversation_details_conv_duration_min_mean,conversation_details_conv_duration_min_median,conversation_details_conv_duration_min_sum,conversation_details_time_delta,conversation_details_count,dark_details_dark_duration_min_min,dark_details_dark_duration_min_max,dark_details_dark_duration_min_mean,dark_details_dark_duration_min_median,dark_details_dark_duration_min_sum,dark_details_time_delta,dark_details_count,dinning_details_venue_id_min,dinning_details_meal_type_id_min,dinning_details_venue_id_max,dinning_details_meal_type_id_max,dinning_details_venue_id_mean,dinning_details_meal_type_id_mean,dinning_details_venue_id_median,dinning_details_meal_type_id_median,dinning_details_venue_id_sum,dinning_details_meal_type_id_sum,dinning_details_time_delta,dinning_details_count,gps_details_latitude_min,gps_details_longitude_min,gps_details_latitude_max,gps_details_longitude_max,gps_details_latitude_mean,gps_details_longitude_mean,gps_details_latitude_median,gps_details_longitude_median,gps_details_latitude_sum,gps_details_longitude_sum,gps_details_time_delta,gps_details_count,phonecharge_details_phonecharge_duration_min_min,phonecharge_details_phonecharge_duration_min_max,phonecharge_details_phonecharge_duration_min_mean,phonecharge_details_phonecharge_duration_min_median,phonecharge_details_phonecharge_duration_min_sum,phonecharge_details_time_delta,phonecharge_details_count,phonelock_details_phonelock_duration_min_min,phonelock_details_phonelock_duration_min_max,phonelock_details_phonelock_duration_min_mean,phonelock_details_phonelock_duration_min_median,phonelock_details_phonelock_duration_min_sum,phonelock_details_time_delta,phonelock_details_count,sleep_details_hours_slept_min,sleep_details_sleep_rating_min,sleep_details_hours_slept_max,sleep_details_sleep_rating_max,sleep_details_hours_slept_mean,sleep_details_sleep_rating_mean,sleep_details_hours_slept_median,sleep_details_sleep_rating_median,sleep_details_hours_slept_sum,sleep_details_sleep_rating_sum,sleep_details_time_delta,sleep_details_count,sms_details_sms_instance_min,sms_details_sms_instance_max,sms_details_sms_instance_mean,sms_details_sms_instance_median,sms_details_sms_instance_sum,sms_details_time_delta,sms_details_count,stress_level
10,1,0.0,3.0,0.10282180131426362,0.0,266.0,28424.0,2587,0.0,2.0,0.9708239277652371,1.0,17203.0,28587.0,17720,1.0,1.0,1.0,1.0,9.0,26545.0,9,1.0,60.0,8.592592592592593,4.0,232.0,26238.0,27,112.0,192.0,165.33333333333334,192.0,496.0,14226.0,3,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,0.0,1,43.7066382,-72.2891892,43.70691797,-72.28891468,43.706678315200016,-72.2890297244,43.706654,-72.2890059,1092.6669578800004,-1807.22574311,27745.0,25,72.0,72.0,72.0,72.0,72.0,0.0,1,557.0,557.0,557.0,557.0,1114.0,14066.0,2,8.0,1.0,8.0,1.0,8.0,1.0,8.0,1.0,8.0,1.0,0.0,1,1.0,1.0,1.0,1.0,9.0,26545.0,9,1.0
11,1,0.0,3.0,0.13560901730063493,0.0,2328.0,184494.0,17167,0.0,2.0,0.8407753948770207,1.0,72606.0,184630.0,86356,1.0,1.0,1.0,1.0,52.0,182375.0,52,0.0,68.0,8.69047619047619,5.5,730.0,183827.0,84,160.0,486.0,256.0,170.0,1280.0,175475.0,5,1.0,3.0,5.0,4.0,2.6666666666666665,3.3333333333333335,2.0,3.0,16.0,20.0,148808.0,6,43.7015651,-72.2950443,43.70691688,-72.2880343,43.7059056891837,-72.28954518299322,43.7066625,-72.2891038,6424.768136310004,-10626.563141900004,183575.0,147,437.0,437.0,437.0,437.0,874.0,165228.0,2,67.0,552.0,333.5,337.5,2001.0,165196.0,6,7.0,2.0,8.0,2.0,7.666666666666667,2.0,8.0,2.0,23.0,6.0,121645.0,3,1.0,1.0,1.0,1.0,52.0,182375.0,52,0.0
12,1,0.0,3.0,0.11078717201166181,0.0,950.0,91522.0,8575,0.0,2.0,0.8138493498499654,1.0,52888.0,91413.0,64985,1.0,1.0,1.0,1.0,27.0,90306.0,27,1.0,169.0,28.193548387096776,19.0,874.0,67334.0,31,63.0,222.0,108.14285714285714,77.0,757.0,67598.0,7,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,8.0,66593.0,2,43.7045194,-72.2953101,43.7087347,-72.2836215,43.7063213973077,-72.28974769012817,43.70663965,-72.28906484999999,3409.09306899,-5638.600319829997,91506.0,78,362.0,362.0,362.0,362.0,724.0,89850.0,2,77.0,495.0,188.57142857142858,81.0,1320.0,89819.0,7,6.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,12.0,4.0,48883.0,2,1.0,1.0,1.0,1.0,27.0,90306.0,27,3.0
13,1,0.0,3.0,0.1737360472751149,0.0,1323.0,81432.0,7615,0.0,2.0,0.8258885383806519,1.0,39271.0,81607.0,47550,1.0,1.0,1.0,1.0,23.0,78313.0,23,1.0,66.0,14.153846153846153,8.0,552.0,52076.0,39,138.0,272.0,216.75,228.5,867.0,46579.0,4,2.0,1.0,7.0,3.0,5.0,2.0,5.5,2.0,20.0,8.0,66472.0,4,43.7016474,-72.2912472,43.7086839,-72.2836293,43.70590970202899,-72.28879725985507,43.7066569,-72.2890549,3015.7077694400004,-4987.92701093,80713.0,69,584.0,584.0,584.0,584.0,1168.0,3943.0,2,70.0,584.0,315.1666666666667,276.5,1891.0,47696.0,6,8.0,2.0,8.0,2.0,8.0,2.0,8.0,2.0,16.0,4.0,36690.0,2,1.0,1.0,1.0,1.0,23.0,78313.0,23,3.0
14,1,0.0,3.0,0.14020586400499063,0.0,899.0,69477.0,6412,0.0,2.0,0.886569687035804,1.0,34617.0,69444.0,39046,1.0,1.0,1.0,1.0,21.0,68592.0,21,0.0,97.0,14.212121212121213,5.0,469.0,47301.0,33,68.0,282.0,155.5,109.0,933.0,37347.0,6,4.0,2.0,4.0,4.0,4.0,3.3333333333333335,4.0,4.0,12.0,10.0,52183.0,3,43.69935393,-72.29030653,43.70685189,-72.287859,43.70585746877193,-72.28900824315788,43.7066381,-72.2890346,2491.23387572,-4120.47346986,68592.0,57,584.0,584.0,584.0,584.0,584.0,0.0,1,61.0,321.0,195.16666666666666,198.0,1171.0,38279.0,6,7.0,3.0,7.0,3.0,7.0,3.0,7.0,3.0,14.0,6.0,16056.0,2,1.0,1.0,1.0,1.0,21.0,68592.0,21,3.0
15,1,0.0,3.0,0.10353721444362564,0.0,281.0,29475.0,2714,0.0,2.0,0.7967181774733153,1.0,15003.0,29569.0,18831,1.0,1.0,1.0,1.0,9.0,26161.0,9,1.0,83.0,18.23076923076923,13.0,237.0,29012.0,13,282.0,282.0,282.0,282.0,282.0,0.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1,43.70662335,-72.28939441,43.70703454,-72.288929,43.706671200399995,-72.2891200492,43.7066541,-72.2890857,1092.66678001,-1807.22800123,28561.0,25,584.0,584.0,584.0,584.0,584.0,0.0,1,321.0,321.0,321.0,321.0,321.0,0.0,1,7.0,3.0,7.0,3.0,7.0,3.0,7.0,3.0,7.0,3.0,0.0,1,1.0,1.0,1.0,1.0,9.0,26161.0,9,4.0
16,1,0.0,3.0,0.10980006555227795,0.0,1340.0,128504.0,12204,0.0,2.0,0.7709742790335152,1.0,49458.0,128389.0,64150,1.0,1.0,1.0,1.0,36.0,125905.0,36,0.0,99.0,14.08695652173913,5.5,648.0,97839.0,46,113.0,414.0,321.5,379.5,1286.0,90721.0,4,2.0,1.0,5.0,4.0,4.0,2.0,5.0,1.0,12.0,6.0,111925.0,3,43.7020975,-72.2911503,43.7069529,-72.2878107,43.70636330199997,-72.28908957885713,43.7066601,-72.2890962,4589.168146709997,-7590.354405779999,128305.0,105,584.0,584.0,584.0,584.0,584.0,0.0,1,71.0,502.0,241.85714285714286,173.0,1693.0,98658.0,7,8.0,1.0,8.0,1.0,8.0,1.0,8.0,1.0,16.0,2.0,84265.0,2,1.0,1.0,1.0,1.0,36.0,125905.0,36,0.0
17,1,0.0,3.0,0.16326923076923078,0.0,1698.0,113139.0,10400,0.0,2.0,0.9662723655360962,1.0,71394.0,113170.0,73886,1.0,1.0,1.0,1.0,33.0,113192.0,33,0.0,86.0,14.014285714285714,8.5,981.0,112680.0,70,61.0,446.0,171.28571428571428,124.0,1199.0,94783.0,7,2.0,1.0,7.0,4.0,3.6666666666666665,2.5,3.0,3.0,22.0,15.0,58553.0,6,43.7016069,-72.2909519,43.70691196,-72.2877967,43.70599116800002,-72.28906052673685,43.7066522,-72.2890533,4152.069160960002,-6867.460750040001,113243.0,95,108.0,444.0,220.0,108.0,660.0,76217.0,3,60.0,444.0,183.71428571428572,124.0,1286.0,94782.0,7,6.0,1.0,9.0,2.0,7.0,1.6666666666666667,6.0,2.0,21.0,5.0,113281.0,3,1.0,1.0,1.0,1.0,33.0,113192.0,33,0.0
18,1,0.0,3.0,0.05467302091607096,0.0,413.0,79761.0,7554,0.0,2.0,0.7219721819615023,1.0,28393.0,79761.0,39327,1.0,1.0,1.0,1.0,23.0,77753.0,23,1.0,114.0,14.214285714285714,5.5,398.0,33485.0,28,95.0,315.0,217.0,212.0,1085.0,33632.0,5,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,1,43.70403134,-72.2894694,43.70690315,-72.2869852,43.70662476350879,-72.28905250157896,43.7066647,-72.2891376,2491.2776115200013,-4120.475992590001,78953.0,57,108.0,108.0,108.0,108.0,108.0,0.0,1,148.0,320.0,274.5,315.0,1098.0,33637.0,4,6.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,0.0,1,1.0,1.0,1.0,1.0,23.0,77753.0,23,1.0
19,1,0.0,3.0,0.08756383298287775,0.0,583.0,70315.0,6658,0.0,2.0,0.8967266349048331,1.0,37832.0,70433.0,42189,1.0,1.0,1.0,1.0,21.0,68986.0,21,1.0,75.0,20.666666666666668,14.0,558.0,70170.0,27,108.0,370.0,184.16666666666666,148.0,1105.0,56323.0,6,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,1,43.7044928,-72.2953519,43.7087708,-72.2836544,43.70629912305083,-72.29015005966103,43.7066745,-72.2891397,2578.671648259999,-4265.118853520001,70190.0,59,336.0,336.0,336.0,336.0,672.0,56325.0,2,108.0,335.0,168.66666666666666,123.0,1012.0,56293.0,6,5.0,1.0,8.0,2.0,6.0,1.6666666666666667,5.0,2.0,18.0,5.0,70421.0,3,1.0,1.0,1.0,1.0,21.0,68986.0,21,0.0
20,1,0.0,3.0,0.04222972972972973,0.0,50.0,12590.0,1184,0.0,2.0,0.8125494071146245,1.0,8223.0,12601.0,10120,1.0,1.0,1.0,1.0,4.0,9587.0,4,1.0,35.0,9.285714285714286,8.0,130.0,11227.0,14,65.0,244.0,184.33333333333334,244.0,553.0,5469.0,3,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,1,43.7066525,-72.2892462,43.7067438,-72.2888988,43.70667535454547,-72.28902548181817,43.7066588,-72.2890284,480.7734289000001,-795.1792803,11987.0,11,336.0,336.0,336.0,336.0,336.0,0.0,1,310.0,310.0,310.0,310.0,620.0,5471.0,2,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,0.0,1,1.0,1.0,1.0,1.0,4.0,9587.0,4,0.0
21,1,0.0,3.0,0.08513931888544891,0.0,715.0,88728.0,8398,0.0,2.0,0.8183374780871622,1.0,40146.0,88863.0,49058,1.0,1.0,1.0,1.0,26.0,87650.0,26,0.0,100.0,14.756756756756756,8.0,546.0,88614.0,37,74.0,568.0,341.8,353.0,1709.0,75717.0,5,2.0,2.0,4.0,3.0,2.6666666666666665,2.6666666666666665,2.0,3.0,8.0,8.0,59417.0,3,43.7016053,-72.2949715,43.7071697,-72.2879984,43.70600432133333,-72.28930683986664,43.7066714,-72.2890832,3277.9503240999998,-5421.6980129899985,88850.0,75,133.0,416.0,227.33333333333334,133.0,682.0,75710.0,3,60.0,416.0,228.57142857142858,226.0,1600.0,75706.0,7,6.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,12.0,4.0,29520.0,2,1.0,1.0,1.0,1.0,26.0,87650.0,26,0.0
22,1,0.0,3.0,0.13459580533496232,0.0,1983.0,158933.0,14733,0.0,2.0,0.8489283847360167,1.0,81200.0,158949.0,95650,1.0,1.0,1.0,1.0,45.0,156667.0,45,0.0,116.0,18.234375,8.0,1167.0,158432.0,64,99.0,492.0,292.8333333333333,322.0,1757.0,148432.0,6,2.0,1.0,5.0,4.0,4.25,2.5,5.0,2.5,17.0,10.0,122978.0,4,43.7016445,-72.2949454,43.7089739,-72.284065,43.70622051672,-72.28907834480002,43.7066611,-72.2890885,5463.27756459,-9036.134793100002,157867.0,125,67.0,416.0,183.33333333333334,67.0,550.0,148193.0,3,67.0,416.0,168.1818181818182,107.0,1850.0,148162.0,11,5.0,1.0,9.0,2.0,7.666666666666667,1.3333333333333333,9.0,1.0,23.0,4.0,103432.0,3,1.0,1.0,1.0,1.0,45.0,156667.0,45,3.0
23,1,0.0,3.0,0.04597150724290674,0.0,384.0,87579.0,8353,0.0,2.0,0.6308885462453686,0.0,27414.0,87579.0,43453,1.0,1.0,1.0,1.0,25.0,85846.0,25,0.0,51.0,13.866666666666667,6.5,416.0,86185.0,30,544.0,544.0,544.0,544.0,1088.0,5014.0,2,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,1,43.702926,-72.2909777,43.70693285,-72.28880309,43.70660511930554,-72.28917409763886,43.706692450000006,-72.289129,3146.875568589999,-5204.820535029999,87046.0,72,67.0,67.0,67.0,67.0,67.0,0.0,1,63.0,182.0,110.2,104.0,551.0,81223.0,5,8.0,1.0,8.0,1.0,8.0,1.0,8.0,1.0,16.0,2.0,17313.0,2,1.0,1.0,1.0,1.0,25.0,85846.0,25,0.0
24,1,0.0,3.0,0.0923285811269518,0.0,816.0,95869.0,8838,0.0,2.0,0.8297328914018327,1.0,42557.0,95835.0,51290,1.0,1.0,1.0,1.0,28.0,95335.0,28,1.0,54.0,10.377358490566039,6.0,550.0,93888.0,53,115.0,115.0,115.0,115.0,230.0,16915.0,2,2.0,1.0,5.0,4.0,3.0,2.0,2.0,1.0,9.0,6.0,48184.0,3,43.7017515,-72.2909891,43.70697769,-72.2877013,43.705879019749986,-72.28904724999998,43.70667685,-72.28911654999999,3496.4703215799987,-5783.123779999999,95335.0,80,487.0,487.0,487.0,487.0,974.0,68230.0,2,63.0,486.0,203.8,194.0,1019.0,68199.0,5,8.0,1.0,8.0,1.0,8.0,1.0,8.0,1.0,8.0,1.0,0.0,1,1.0,1.0,1.0,1.0,28.0,95335.0,28,0.0
25,1,0.0,3.0,0.03229665071770335,0.0,27.0,9097.0,836,0.0,2.0,0.6712285168682368,1.0,4218.0,9098.0,6284,1.0,1.0,1.0,1.0,4.0,7233.0,4,1.0,51.0,11.866666666666667,5.0,178.0,8603.0,15,115.0,115.0,115.0,115.0,115.0,0.0,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1,43.7066531,-72.2894067,43.7067333,-72.2889823,43.70669086666666,-72.28912785555556,43.7066947,-72.2891216,393.3602178,-650.6021507,8402.0,9,487.0,487.0,487.0,487.0,487.0,0.0,1,63.0,63.0,63.0,63.0,63.0,0.0,1,8.0,1.0,8.0,1.0,8.0,1.0,8.0,1.0,8.0,1.0,0.0,1,1.0,1.0,1.0,1.0,4.0,7233.0,4,0.0
26,1,0.0,3.0,0.07425313003594892,0.0,599.0,85060.0,8067,0.0,2.0,0.7595743683495054,1.0,32408.0,85065.0,42666,1.0,1.0,1.0,1.0,24.0,81498.0,24,1.0,36.0,9.714285714285714,5.0,408.0,82034.0,42,71.0,71.0,71.0,71.0,142.0,19804.0,2,7.0,3.0,7.0,3.0,7.0,3.0,7.0,3.0,14.0,6.0,38312.0,2,43.7045019,-72.2953364,43.7070082,-72.2869189,43.70661014362317,-72.28927880840577,43.7066844,-72.2891101,3015.756099909999,-4987.960237779998,83867.0,69,425.0,425.0,425.0,425.0,850.0,14407.0,2,229.0,259.0,239.25,234.5,957.0,49935.0,4,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,14.0,2.0,5474.0,2,1.0,1.0,1.0,1.0,24.0,81498.0,24,0.0
